 ,10MKD12CY021XQ01,10MKD12CY022XQ01,10MKD11CY021XQ01,10MKD11CY022XQ01,10MKC01DE502XQ01,10MKC01EU001ZQ01,10MKD12CY901XQ01,10MKD11CY901XQ01,10MBY10CE901XQ01
,VIB GEN BRG CSG EE,VIB GEN BRG CSG EE,VIB GEN BRG CSG TE,VIB GEN BRG CSG TE,REACTIVE POWER,EXC CURRENT,REL S-VIB GEN BRG EE,REL S-VIB GEN BRG TE,ACTIVE POWER
Date Time,mm/s,mm/s,mm/s,mm/s,Mvar,A,µm pk-pk,µm pk-pk,MW
9/5/2021 6:13:00 PM,1.633391,1.660156,0.7617188,0.7667824,92.37616,3570.602,36.13281,24.79384,616.7708
9/5/2021 6:14:00 PM,1.634838,1.660156,0.7689525,0.7906539,105.0286,3621.238,35.26476,23.60026,615.8854
9/5/2021 6:15:00 PM,1.634838,1.660156,0.7617188,0.7906539,111.5135,3621.238,35.26476,25.37254,615.8854
9/5/2021 6:16:00 PM,1.62037,1.660156,0.7472512,0.7906539,114.3251,3628.472,36.09664,24.26939,616.1458
9/5/2021 6:17:00 PM,1.618924,1.660156,0.7537615,0.7906539,117.9984,3649.45,35.95197,24.26939,616.0938
9/5/2021 6:18:00 PM,1.639902,1.660156,0.7537615,0.7906539,124.8008,3679.109,35.95197,24.26939,615.2083
9/5/2021 6:19:00 PM,1.626157,1.660156,0.7458044,0.7978877,123.6217,3679.109,37.18171,24.26939,615.5729
9/5/2021 6:20:00 PM,1.632668,1.657263,0.7458044,0.8051215,110.6065,3621.6,34.92115,24.26939,616.3021
9/5/2021 6:21:00 PM,1.653646,1.657263,0.7458044,0.7776331,113.9623,3640.408,34.03501,24.26939,615.7813
9/5/2021 6:22:00 PM,1.6182,1.645689,0.724103,0.7776331,118.9054,3640.408,34.36053,24.26939,614.8438
9/5/2021 6:23:00 PM,1.633391,1.645689,0.7458044,0.7776331,108.7018,3640.408,34.66797,24.26939,616.9271
9/5/2021 6:24:00 PM,1.647135,1.652922,0.7392939,0.7711226,94.00873,3566.985,34.90307,23.05773,615.5729
9/5/2021 6:25:00 PM,1.639902,1.652922,0.7327836,0.7711226,93.60059,3566.985,35.62645,23.23857,616.6666
9/5/2021 6:26:00 PM,1.625434,1.652922,0.7255498,0.7711226,96.86572,3566.985,35.62645,24.54065,614.1666
9/5/2021 6:27:00 PM,1.625434,1.652922,0.7320601,0.7711226,86.11798,3553.602,38.2487,23.98003,615.2083
9/5/2021 6:28:00 PM,1.626157,1.652922,0.7320601,0.7689525,74.37256,3507.306,34.01693,23.98003,613.8021
9/5/2021 6:29:00 PM,1.61169,1.660156,0.7320601,0.7689525,80.26794,3530.093,36.47642,23.98003,617.3958
9/5/2021 6:30:00 PM,1.618924,1.660156,0.7320601,0.7631655,104.1669,3617.621,34.92115,23.98003,616.5625
9/5/2021 6:31:00 PM,1.639902,1.660156,0.7320601,0.7609953,112.3298,3634.983,35.08391,23.98003,615.2083
9/5/2021 6:32:00 PM,1.625434,1.674624,0.7248263,0.7609953,108.8832,3634.983,34.92115,23.98003,617.9166
9/5/2021 6:33:00 PM,1.625434,1.662326,0.7248263,0.7609953,104.9379,3608.579,37.90509,23.98003,616.8229
9/5/2021 6:34:00 PM,1.605903,1.66739,0.718316,0.7631655,101.4913,3551.071,34.90307,23.98003,608.8021
9/5/2021 6:35:00 PM,1.613137,1.663773,0.7110822,0.7631655,103.4867,3550.709,35.102,23.2024,600.2083
9/5/2021 6:36:00 PM,1.633391,1.66088,0.6966146,0.7631655,130.9683,3630.642,35.26476,24.45023,600.9896
9/5/2021 6:37:00 PM,1.639178,1.675347,0.6966146,0.7494213,141.4439,3695.746,35.77112,22.89497,604.0104
9/5/2021 6:38:00 PM,1.604456,1.645689,0.7110822,0.7494213,134.3241,3673.683,35.77112,25.67998,606.9791
9/5/2021 6:39:00 PM,1.647135,1.660156,0.7175926,0.7559317,123.2589,3647.642,35.77112,23.00347,610.625
9/5/2021 6:40:00 PM,1.618924,1.660156,0.7175926,0.7494213,137.4078,3721.065,35.77112,24.08854,614.375
9/5/2021 6:41:00 PM,1.62037,1.660156,0.7175926,0.7385706,148.2463,3752.532,35.77112,24.08854,615.2604
9/5/2021 6:42:00 PM,1.626157,1.660156,0.7175926,0.7631655,141.4893,3733.724,35.95197,23.72685,617.7604
9/5/2021 6:43:00 PM,1.626157,1.646412,0.7175926,0.7421875,147.5207,3765.552,35.95197,23.72685,616.875
9/5/2021 6:44:00 PM,1.626157,1.649305,0.682147,0.7486979,156.1824,3791.233,35.59028,23.72685,616.4063
9/5/2021 6:45:00 PM,1.640625,1.646412,0.7110822,0.7559317,146.7951,3765.191,37.1998,23.72685,616.8229
9/5/2021 6:46:00 PM,1.658709,1.658709,0.7110822,0.7776331,138.8137,3733,35.04774,23.72685,616.8229
9/5/2021 6:47:00 PM,1.629051,1.658709,0.7110822,0.7421875,146.9312,3774.957,35.04774,23.72685,616.6146
9/5/2021 6:48:00 PM,1.638455,1.658709,0.7110822,0.7421875,158.7219,3797.743,34.37862,23.07581,617.2916
9/5/2021 6:49:00 PM,1.61169,1.658709,0.7255498,0.7421875,166.3406,3841.869,34.92115,25.67998,615.7813
9/5/2021 6:50:00 PM,1.605903,1.658709,0.6980613,0.7421875,162.6219,3821.253,34.01693,25.31829,616.6146
9/5/2021 6:51:00 PM,1.639178,1.660156,0.6980613,0.7349537,167.701,3832.104,34.90307,22.51519,616.6666
9/5/2021 6:52:00 PM,1.625434,1.660156,0.6958912,0.7125289,170.0592,3832.104,34.90307,24.26939,616.875
9/5/2021 6:53:00 PM,1.618924,1.660156,0.6944444,0.7320601,176.6348,3870.443,34.50521,23.69068,615.4688
9/5/2021 6:54:00 PM,1.606626,1.660156,0.682147,0.7277199,178.7662,3887.08,33.5829,23.69068,617.7083
9/5/2021 6:55:00 PM,1.6182,1.674624,0.6843171,0.7277199,182.0767,3899.016,36.13281,22.47902,617.2396
9/5/2021 6:56:00 PM,1.6182,1.660156,0.6915509,0.6850405,179.4918,3884.91,35.12008,22.47902,616.8229
9/5/2021 6:57:00 PM,1.62254,1.646412,0.6474248,0.7139757,176.1813,3880.208,35.12008,22.51519,616.7188
9/5/2021 6:58:00 PM,1.62254,1.67173,0.6698495,0.7212095,177.4511,3868.634,34.59563,22.51519,617.7083
9/5/2021 6:59:00 PM,1.62254,1.674624,0.6698495,0.7067419,159.5382,3798.105,37.18171,23.2024,616.4063
9/5/2021 7:00:00 PM,1.610966,1.649305,0.6553819,0.7277199,132.6008,3684.896,37.34447,23.2024,617.8646
9/5/2021 7:01:00 PM,1.6182,1.649305,0.6626157,0.6908275,103.8041,3604.601,37.21788,23.2024,617.5
9/5/2021 7:02:00 PM,1.598669,1.640625,0.636574,0.6778067,100.539,3583.623,36.83811,23.2024,616.4583
9/5/2021 7:03:00 PM,1.6182,1.640625,0.6481481,0.6778067,105.1646,3609.664,35.08391,23.2024,617.2396
9/5/2021 7:04:00 PM,1.603733,1.640625,0.6481481,0.6850405,98.09015,3609.664,34.84881,24.16088,616.8229
9/5/2021 7:05:00 PM,1.597222,1.640625,0.6481481,0.6850405,64.30505,3468.605,35.77112,23.05773,614.2188
9/5/2021 7:06:00 PM,1.625434,1.596499,0.6481481,0.6850405,61.17596,3440.032,35.77112,24.9566,609.8438
9/5/2021 7:07:00 PM,1.582755,1.645689,0.6336805,0.6835938,78.31793,3478.009,35.66262,23.23857,601.1979
9/5/2021 7:08:00 PM,1.618924,1.638455,0.6336805,0.6633391,101.9902,3549.262,38.1221,24.28747,606.0938
9/5/2021 7:09:00 PM,1.618924,1.645689,0.6199363,0.6633391,130.6055,3674.768,38.42954,24.28747,612.0833
9/5/2021 7:10:00 PM,1.624711,1.660156,0.6495949,0.7125289,130.0613,3695.385,37.18171,24.2513,615.4688
9/5/2021 7:11:00 PM,1.625434,1.647859,0.6329572,0.6705729,145.1625,3734.809,37.18171,24.2513,613.6979
9/5/2021 7:12:00 PM,1.625434,1.660156,0.6474248,0.6734664,154.7312,3799.913,36.65726,23.36516,615.7813
9/5/2021 7:13:00 PM,1.654369,1.646412,0.6481481,0.7125289,139.5846,3748.191,36.65726,24.35981,616.6666
9/5/2021 7:14:00 PM,1.6182,1.653646,0.6416377,0.6850405,130.9683,3699.002,36.65726,22.89497,616.7188
9/5/2021 7:15:00 PM,1.6182,1.647135,0.6618924,0.6778067,139.6299,3723.958,36.65726,22.69604,615.7813
9/5/2021 7:16:00 PM,1.625434,1.652922,0.6546586,0.6778067,135.4125,3723.958,37.52532,24.08854,616.9271
9/5/2021 7:17:00 PM,1.625434,1.652922,0.6336805,0.6922743,139.4032,3723.958,37.18171,24.08854,616.7708
9/5/2021 7:18:00 PM,1.632668,1.652922,0.6553819,0.6850405,139.4032,3723.958,37.18171,23.05773,616.4583
9/5/2021 7:19:00 PM,1.62037,1.652922,0.640191,0.6951678,132.3741,3684.896,37.16363,24.43215,616.3541
9/5/2021 7:20:00 PM,1.632668,1.645689,0.6452546,0.7132523,131.5125,3684.896,36.13281,25.49913,616.875
9/5/2021 7:21:00 PM,1.604456,1.645689,0.6452546,0.6778067,134.4601,3702.98,36.13281,25.33637,616.7708
9/5/2021 7:22:00 PM,1.604456,1.652922,0.6452546,0.6778067,139.4032,3727.575,36.83811,23.23857,618.2813
9/5/2021 7:23:00 PM,1.598669,1.660156,0.6445313,0.6995081,139.4032,3727.575,36.83811,22.51519,617.2916
9/5/2021 7:24:00 PM,1.615307,1.66088,0.6445313,0.6785301,152.8265,3763.744,35.95197,23.05773,615.9375
9/5/2021 7:25:00 PM,1.6182,1.66088,0.6336805,0.6785301,134.8683,3729.384,36.13281,25.82465,616.25
9/5/2021 7:26:00 PM,1.598669,1.645689,0.6481481,0.6785301,127.3857,3695.746,35.98814,23.23857,615.6771
9/5/2021 7:27:00 PM,1.618924,1.66088,0.6481481,0.6850405,121.1729,3660.663,35.98814,23.2024,615.5208
9/5/2021 7:28:00 PM,1.618924,1.675347,0.651765,0.7110822,92.28546,3572.049,38.06785,23.54601,616.4583
9/5/2021 7:29:00 PM,1.618924,1.647135,0.6626157,0.6995081,82.5354,3555.772,37.72425,23.54601,614.1666
9/5/2021 7:30:00 PM,1.61169,1.647135,0.6474248,0.6995081,65.84692,3474.031,37.36256,23.54601,618.0729
9/5/2021 7:31:00 PM,1.625434,1.645689,0.682147,0.6987847,87.02496,3549.985,35.95197,23.2024,615.1041
9/5/2021 7:32:00 PM,1.6182,1.657263,0.6835938,0.6987847,95.00641,3579.282,35.59028,23.74494,617.9166
9/5/2021 7:33:00 PM,1.624711,1.657263,0.6481481,0.6987847,102.9879,3603.516,36.82002,23.74494,616.7708
9/5/2021 7:34:00 PM,1.624711,1.657263,0.651765,0.7139757,105.2553,3628.472,36.82002,23.74494,617.4479
9/5/2021 7:35:00 PM,1.632668,1.660156,0.6778067,0.6995081,91.06104,3570.963,37.00087,24.08854,617.8646
9/5/2021 7:36:00 PM,1.621817,1.66088,0.6835938,0.7139757,86.34473,3559.751,37.00087,24.08854,616.875
9/5/2021 7:37:00 PM,1.618924,1.658709,0.6951678,0.7139757,91.28778,3574.58,37.00087,24.08854,616.875
9/5/2021 7:38:00 PM,1.596499,1.674624,0.6958912,0.7139757,101.3553,3604.601,37.00087,24.08854,615.9375
9/5/2021 7:39:00 PM,1.597222,1.660156,0.6778067,0.7139757,99.67737,3604.601,35.26476,24.08854,616.6666
9/5/2021 7:40:00 PM,1.638455,1.662326,0.6966146,0.7139757,106.2076,3620.515,38.06785,24.08854,618.0208
9/5/2021 7:41:00 PM,1.639902,1.660156,0.6691262,0.7197627,123.5764,3666.088,35.59028,23.2024,616.25
9/5/2021 7:42:00 PM,1.653646,1.687645,0.687934,0.7277199,124.574,3689.959,35.59028,22.1535,616.7188
9/5/2021 7:43:00 PM,1.632668,1.66088,0.6835938,0.7132523,125.0275,3667.896,37.34447,24.0162,616.7188
9/5/2021 7:44:00 PM,1.639902,1.694155,0.6835938,0.6995081,134.6869,3692.13,37.63382,24.0162,611.5625
9/5/2021 7:45:00 PM,1.639902,1.658709,0.67636,0.6995081,129.8345,3671.152,36.02431,24.0162,613.5938
9/5/2021 7:46:00 PM,1.632668,1.672454,0.6835938,0.718316,138.3602,3725.767,35.28284,24.0162,617.3438
9/5/2021 7:47:00 PM,1.643518,1.672454,0.6908275,0.7016782,150.423,3736.256,35.77112,23.09389,607.1354
9/5/2021 7:48:00 PM,1.636285,1.674624,0.6908275,0.7277199,154.6859,3763.382,35.77112,23.09389,612.3438
9/5/2021 7:49:00 PM,1.636285,1.660156,0.7002314,0.7277199,151.2393,3766.276,35.93388,23.47367,612.2396
9/5/2021 7:50:00 PM,1.632668,1.671007,0.6705729,0.7074652,144.3463,3733.362,35.95197,23.47367,613.125
9/5/2021 7:51:00 PM,1.647135,1.674624,0.6980613,0.7139757,146.0695,3733.362,34.6318,23.9077,613.8541
9/5/2021 7:52:00 PM,1.639902,1.674624,0.6691262,0.7132523,160.5359,3802.445,35.22859,23.9077,615.8854
9/5/2021 7:53:00 PM,1.632668,1.66739,0.682147,0.7132523,158.5405,3807.509,35.2105,23.9077,615
9/5/2021 7:54:00 PM,1.625434,1.66739,0.6966146,0.7212095,143.53,3743.49,35.95197,23.2024,616.0938
9/5/2021 7:55:00 PM,1.629774,1.663773,0.6980613,0.7212095,130.9229,3695.385,35.95197,23.2024,616.3021
9/5/2021 7:56:00 PM,1.629774,1.663773,0.6843171,0.7212095,127.431,3686.704,35.95197,23.54601,618.2813
9/5/2021 7:57:00 PM,1.618924,1.660156,0.6908275,0.7212095,127.431,3686.704,35.95197,23.54601,617.1875
9/5/2021 7:58:00 PM,1.639178,1.631221,0.6691262,0.7132523,133.5985,3700.81,34.90307,23.54601,615.8854
9/5/2021 7:59:00 PM,1.632668,1.66088,0.6835938,0.7212095,115.7763,3663.918,37.18171,23.54601,619.5313
9/5/2021 8:00:00 PM,1.635561,1.668113,0.6835938,0.7212095,128.6101,3677.662,38.10402,23.54601,616.6666
9/5/2021 8:01:00 PM,1.632668,1.653646,0.6835938,0.7212095,115.5949,3647.642,38.55613,24.10663,617.5521
9/5/2021 8:02:00 PM,1.6182,1.661603,0.6770833,0.7212095,106.389,3608.218,34.90307,22.89497,615.9896
9/5/2021 8:03:00 PM,1.6182,1.660156,0.6807002,0.7277199,106.5251,3608.218,35.80729,22.55136,616.7708
9/5/2021 8:04:00 PM,1.624711,1.646412,0.6807002,0.7132523,94.14478,3564.815,35.80729,22.69604,616.8229
9/5/2021 8:05:00 PM,1.624711,1.645689,0.6807002,0.7132523,93.64594,3564.815,36.83811,22.65987,617.2916
9/5/2021 8:06:00 PM,1.618924,1.662326,0.6835938,0.7414641,108.4751,3610.388,36.83811,23.00347,617.3958
9/5/2021 8:07:00 PM,1.651476,1.646412,0.6835938,0.7204861,116.5472,3651.982,35.6807,25.15553,617.8646
9/5/2021 8:08:00 PM,1.625434,1.673177,0.6835938,0.7204861,113.8716,3631.366,37.38064,23.72685,617.8125
9/5/2021 8:09:00 PM,1.625434,1.660156,0.6835938,0.6980613,104.3483,3615.09,36.62109,23.56409,617.8125
9/5/2021 8:10:00 PM,1.625434,1.660156,0.6691262,0.7132523,94.77966,3585.069,36.62109,23.56409,616.4063
9/5/2021 8:11:00 PM,1.625434,1.639178,0.6662326,0.7016782,118.4973,3636.068,36.62109,24.50448,617.3958
9/5/2021 8:12:00 PM,1.625434,1.680411,0.6662326,0.7277199,119.4949,3670.428,37.18171,23.38325,615.8854
9/5/2021 8:13:00 PM,1.6182,1.652922,0.6344039,0.6958912,106.7065,3614.005,37.01895,23.38325,617.9166
9/5/2021 8:14:00 PM,1.606626,1.652922,0.6568287,0.6958912,110.6519,3633.174,35.26476,25.26403,617.9166
9/5/2021 8:15:00 PM,1.618924,1.652922,0.6568287,0.6850405,120.4926,3668.62,38.93591,24.26939,616.4583
9/5/2021 8:16:00 PM,1.618924,1.647859,0.6568287,0.6995081,128.2927,3693.938,35.71687,24.26939,615.7291
9/5/2021 8:17:00 PM,1.618924,1.647859,0.6481481,0.6785301,120.4473,3665.003,35.95197,23.23857,617.9688
9/5/2021 8:18:00 PM,1.618924,1.646412,0.6481481,0.6857639,115.0054,3648.727,35.77112,24.32364,616.7708
9/5/2021 8:19:00 PM,1.61169,1.646412,0.6481481,0.67636,105.4367,3611.834,36.40408,22.46094,617.5
9/5/2021 8:20:00 PM,1.618924,1.633391,0.6438078,0.6568287,101.9902,3608.218,36.40408,25.5353,617.2396
9/5/2021 8:21:00 PM,1.635561,1.646412,0.6438078,0.6835938,108.067,3624.132,36.40408,24.41406,616.9271
9/5/2021 8:22:00 PM,1.621094,1.646412,0.6438078,0.6987847,109.0646,3624.132,36.40408,23.72685,616.875
9/5/2021 8:23:00 PM,1.640625,1.646412,0.6438078,0.6799768,105.3914,3614.366,36.40408,23.72685,616.875
9/5/2021 8:24:00 PM,1.6182,1.646412,0.6438078,0.6799768,101.0832,3596.282,34.90307,23.72685,617.8646
9/5/2021 8:25:00 PM,1.6182,1.646412,0.6438078,0.6799768,107.7495,3617.983,35.28284,24.26939,616.8229
9/5/2021 8:26:00 PM,1.598669,1.645689,0.6438078,0.672743,107.7495,3617.983,36.13281,24.26939,617.3438
9/5/2021 8:27:00 PM,1.60952,1.645689,0.6438078,0.6778067,113.3728,3636.068,36.13281,23.45558,616.875
9/5/2021 8:28:00 PM,1.603733,1.645689,0.6199363,0.6995081,110.2437,3636.068,36.13281,24.45023,616.4063
9/5/2021 8:29:00 PM,1.610966,1.645689,0.6481481,0.7002314,103.9855,3598.09,37.21788,24.45023,615.5208
9/5/2021 8:30:00 PM,1.610966,1.645689,0.6264467,0.6568287,99.63202,3598.09,37.1998,23.38325,616.4063
9/5/2021 8:31:00 PM,1.610966,1.645689,0.6488715,0.6778067,90.24475,3562.645,35.95197,23.88961,617.9688
9/5/2021 8:32:00 PM,1.632668,1.645689,0.6409143,0.6778067,83.17029,3536.603,37.83276,23.88961,618.3854
9/5/2021 8:33:00 PM,1.597222,1.635561,0.6481481,0.6741898,90.87964,3570.24,35.75304,24.2513,615.7291
9/5/2021 8:34:00 PM,1.6182,1.645689,0.6344039,0.6741898,98.2262,3588.686,37.47107,24.2513,616.0938
9/5/2021 8:35:00 PM,1.597222,1.645689,0.6474248,0.7067419,79.58771,3543.475,35.95197,24.2513,618.5416
9/5/2021 8:36:00 PM,1.61169,1.645689,0.6474248,0.6568287,75.64233,3483.073,36.83811,23.98003,607.8125
9/5/2021 8:37:00 PM,1.6182,1.640625,0.6691262,0.6987847,87.20636,3501.881,36.83811,23.98003,605.1563
9/5/2021 8:38:00 PM,1.6182,1.660156,0.6626157,0.6995081,99.45062,3561.921,35.93388,26.71079,610.2083
9/5/2021 8:39:00 PM,1.6182,1.652922,0.6582754,0.6995081,89.15637,3552.517,35.22859,23.27474,610.2604
9/5/2021 8:40:00 PM,1.61169,1.652922,0.6980613,0.7060185,83.62378,3505.498,35.77112,22.51519,616.9271
9/5/2021 8:41:00 PM,1.639178,1.67173,0.672743,0.7197627,107.5681,3616.175,35.86155,23.38325,615.3125
9/5/2021 8:42:00 PM,1.6182,1.660156,0.6633391,0.7175926,73.46558,3525.752,35.77112,23.74494,616.8229
9/5/2021 8:43:00 PM,1.6182,1.652922,0.682147,0.7175926,64.16901,3492.477,35.93388,23.74494,617.8125
9/5/2021 8:44:00 PM,1.610966,1.652922,0.7125289,0.7284433,60.08759,3463.18,37.1998,22.87688,617.8125
9/5/2021 8:45:00 PM,1.62254,1.652922,0.6835938,0.6995081,55.00848,3454.138,37.1998,23.61835,617.4479
9/5/2021 8:46:00 PM,1.62254,1.678241,0.7233796,0.7175926,52.55963,3454.138,36.47642,23.60026,618.5416
9/5/2021 8:47:00 PM,1.62254,1.653646,0.6843171,0.7175926,63.53412,3487.775,36.47642,24.79384,617.3958
9/5/2021 8:48:00 PM,1.603009,1.653646,0.6843171,0.7002314,62.08295,3474.031,36.00622,24.79384,616.7708
9/5/2021 8:49:00 PM,1.624711,1.66088,0.6843171,0.7414641,55.32593,3445.819,37.01895,25.67998,618.0208
9/5/2021 8:50:00 PM,1.6182,1.656539,0.6980613,0.7277199,39.95258,3422.671,37.01895,22.87688,618.125
9/5/2021 8:51:00 PM,1.639178,1.624711,0.6886574,0.7776331,37.05023,3411.82,36.85619,24.05237,618.125
9/5/2021 8:52:00 PM,1.632668,1.66088,0.6980613,0.7378472,40.17932,3411.82,36.4945,24.05237,616.9791
9/5/2021 8:53:00 PM,1.6182,1.657986,0.6980613,0.7421875,28.20715,3389.757,38.64656,24.79384,618.2813
9/5/2021 8:54:00 PM,1.624711,1.657986,0.6980613,0.7349537,38.00256,3403.501,38.06785,24.79384,617.5
9/5/2021 8:55:00 PM,1.624711,1.657986,0.7110822,0.7631655,27.07343,3379.268,36.4945,24.45023,618.4896
9/5/2021 8:56:00 PM,1.62037,1.660156,0.6698495,0.7327836,19.68152,3318.866,36.89236,24.45023,609.4791
9/5/2021 8:57:00 PM,1.603733,1.645689,0.7125289,0.7486979,28.70599,3318.866,36.89236,24.45023,601.7708
9/5/2021 8:58:00 PM,1.628327,1.658709,0.7110822,0.7414641,30.8374,3340.567,36.89236,24.45023,606.1458
9/5/2021 8:59:00 PM,1.628327,1.658709,0.7103588,0.7494213,30.8374,3365.885,36.89236,24.45023,610.8854
9/5/2021 9:00:00 PM,1.628327,1.658709,0.7168692,0.7559317,24.26178,3343.822,37.18171,24.45023,612.0833
9/5/2021 9:01:00 PM,1.639178,1.631944,0.7168692,0.7559317,31.56299,3384.332,37.18171,24.45023,617.3438
9/5/2021 9:02:00 PM,1.668113,1.658709,0.7168692,0.7494213,32.28857,3384.332,36.58492,25.49913,617.5521
9/5/2021 9:03:00 PM,1.632668,1.660156,0.718316,0.7494213,36.37,3407.841,36.58492,24.08854,619.0104
9/5/2021 9:04:00 PM,1.618924,1.660156,0.6618924,0.7414641,33.87579,3403.863,37.97743,24.70341,619.0625
9/5/2021 9:05:00 PM,1.618924,1.660156,0.7125289,0.7414641,29.38623,3387.948,39.11675,24.70341,618.4375
9/5/2021 9:06:00 PM,1.618924,1.617477,0.6980613,0.7414641,23.58154,3373.481,36.47642,24.70341,619.0104
9/5/2021 9:07:00 PM,1.604456,1.660156,0.6980613,0.7204861,29.97577,3369.141,36.47642,24.70341,612.5521
9/5/2021 9:08:00 PM,1.681858,1.653646,0.6980613,0.7436342,40.85956,3400.246,36.47642,24.70341,614.1666
9/5/2021 9:09:00 PM,1.6182,1.653646,0.6980613,0.7349537,42.90027,3416.16,36.47642,26.8193,617.9166
9/5/2021 9:10:00 PM,1.618924,1.653646,0.6980613,0.7349537,30.7467,3376.736,37.48915,25.33637,618.6458
9/5/2021 9:11:00 PM,1.618924,1.646412,0.7060185,0.7349537,28.66064,3376.736,36.18707,25.33637,616.8229
9/5/2021 9:12:00 PM,1.6182,1.646412,0.6980613,0.7349537,30.97345,3390.842,35.80729,24.54065,617.0313
9/5/2021 9:13:00 PM,1.606626,1.658709,0.7320601,0.7421875,26.98273,3381.076,35.9158,25.33637,618.4375
9/5/2021 9:14:00 PM,1.653646,1.645689,0.6980613,0.7284433,46.21075,3432.436,37.18171,25.33637,618.4896
9/5/2021 9:15:00 PM,1.631944,1.627604,0.6980613,0.7277199,47.61658,3441.479,37.18171,24.63108,618.4896
9/5/2021 9:16:00 PM,1.639178,1.674624,0.6980613,0.7342303,46.84564,3441.479,35.40943,24.45023,619.7916
9/5/2021 9:17:00 PM,1.628327,1.658709,0.7523148,0.7342303,64.12366,3478.009,37.21788,24.45023,614.3229
9/5/2021 9:18:00 PM,1.62037,1.673177,0.6980613,0.7392939,78.31793,3508.753,37.21788,24.97468,611.5625
9/5/2021 9:19:00 PM,1.626157,1.658709,0.6980613,0.7132523,85.07495,3523.22,35.22859,24.97468,613.125
9/5/2021 9:20:00 PM,1.626157,1.658709,0.6893808,0.7132523,75.50629,3508.753,36.4945,24.97468,619.2708
9/5/2021 9:21:00 PM,1.626157,1.658709,0.6835938,0.7392939,71.10742,3518.157,36.4945,24.97468,618.5416
9/5/2021 9:22:00 PM,1.626157,1.610243,0.6835938,0.7096354,63.71552,3489.583,36.4945,24.97468,616.875
9/5/2021 9:23:00 PM,1.6182,1.663773,0.6835938,0.7139757,48.97705,3429.181,36.4945,23.41941,619.0104
9/5/2021 9:24:00 PM,1.610966,1.646412,0.6908275,0.7067419,33.83044,3406.033,36.4945,25.67998,617.3958
9/5/2021 9:25:00 PM,1.617477,1.660156,0.6944444,0.7132523,14.10358,3354.673,36.47642,24.81192,618.0208
9/5/2021 9:26:00 PM,1.617477,1.645689,0.6944444,0.7284433,10.0675,3334.057,36.47642,24.81192,618.4375
9/5/2021 9:27:00 PM,1.617477,1.645689,0.6944444,0.7530382,17.14197,3354.673,36.47642,24.81192,618.9583
9/5/2021 9:28:00 PM,1.628327,1.67173,0.6944444,0.7494213,22.67456,3325.014,35.59028,24.81192,609.8438
9/5/2021 9:29:00 PM,1.6182,1.660156,0.6691262,0.6958912,40.17932,3392.65,37.72425,24.81192,613.5938
9/5/2021 9:30:00 PM,1.625434,1.652922,0.6691262,0.7277199,57.77478,3447.989,35.62645,24.81192,617.3958
9/5/2021 9:31:00 PM,1.625434,1.660156,0.6770833,0.7269965,45.30377,3430.99,36.83811,24.81192,617.3438
9/5/2021 9:32:00 PM,1.639178,1.674624,0.6980613,0.7204861,50.56427,3454.861,36.83811,24.83001,616.875
9/5/2021 9:33:00 PM,1.632668,1.660156,0.6698495,0.7132523,74.05511,3513.093,36.83811,24.83001,616.4583
9/5/2021 9:34:00 PM,1.632668,1.660156,0.6966146,0.7269965,75.32489,3509.476,36.4945,24.83001,618.0208
9/5/2021 9:35:00 PM,1.62037,1.660156,0.6966146,0.7204861,68.88531,3493.2,35.59028,24.83001,613.125
9/5/2021 9:36:00 PM,1.604456,1.660156,0.6966146,0.7139757,80.49469,3493.2,36.7296,24.83001,612.6041
9/5/2021 9:37:00 PM,1.645689,1.658709,0.6966146,0.7414641,62.76318,3492.838,36.7296,24.83001,616.25
9/5/2021 9:38:00 PM,1.624711,1.653646,0.682147,0.7125289,48.20612,3451.606,36.7296,24.83001,617.3958
9/5/2021 9:39:00 PM,1.624711,1.631944,0.6951678,0.7277199,28.56995,3338.397,36.7296,24.83001,606.1979
9/5/2021 9:40:00 PM,1.610966,1.644242,0.6980613,0.7559317,7.981445,3317.781,35.93388,24.9566,611.5104
9/5/2021 9:41:00 PM,1.591435,1.644242,0.6966146,0.7284433,-21.26874,3255.57,35.95197,24.9566,615.8854
9/5/2021 9:42:00 PM,1.6182,1.644242,0.6966146,0.6995081,-1.859314,3288.122,37.18171,24.9566,615.8854
9/5/2021 9:43:00 PM,1.616753,1.644242,0.7219328,0.7364004,17.18732,3322.844,37.18171,24.9566,614.6875
9/5/2021 9:44:00 PM,1.625434,1.673177,0.7052951,0.7364004,38.81885,3405.671,37.18171,24.9566,616.875
9/5/2021 9:45:00 PM,1.625434,1.66088,0.6944444,0.7320601,67.79694,3476.563,37.18171,24.9566,616.875
9/5/2021 9:46:00 PM,1.6182,1.66088,0.7320601,0.7320601,58.04688,3434.245,37.18171,24.9566,612.0833
9/5/2021 9:47:00 PM,1.633391,1.681858,0.6966146,0.6995081,50.56427,3395.182,38.2487,23.92578,600.3646
9/5/2021 9:48:00 PM,1.603733,1.660156,0.7024016,0.7269965,57.45734,3401.693,35.93388,25.33637,601.1458
9/5/2021 9:49:00 PM,1.60735,1.707899,0.7052951,0.7284433,51.5166,3391.565,36.47642,23.74494,602.8646
9/5/2021 9:50:00 PM,1.569734,1.645689,0.6633391,0.7421875,8.162842,3289.569,36.47642,24.79384,607.2396
