 ,10MKC01DE502XQ01,10MBY10CE901XQ01,10MKG18FP001ZQ01,10MKW31CP901XQ01,10MKW31CP902XQ01,10MKW31CP903XQ01,10MKG31CQ001AZQ01,10MKG32CQ001AZQ01
,REACTIVE POWER,ACTIVE POWER,PRES H2 GEN CASING,DIFFPRES SEAL OIL/H2,DIFFPRES SEAL OIL/H2,DIFFPRES SEAL OIL/H2,PURITY H2 ANALYZER 1,PURITY H2 ANALYZER 2
Date Time,Mvar,MW,bar,bar,bar,bar,% H2,% H2
9/7/2021 8:16:00 AM,133.5078,620.7813,4.054071,1.13676,1.131697,1.133143,96.29991,96.16971
9/7/2021 8:17:00 AM,111.2867,624.8958,4.054071,1.128803,1.131335,1.133143,96.29991,96.16971
9/7/2021 8:18:00 AM,113.6449,622.7083,4.054071,1.127357,1.131335,1.12808,96.29991,96.16971
9/7/2021 8:19:00 AM,119.2228,622.2916,4.054071,1.127357,1.124825,1.128442,96.29991,96.16971
9/7/2021 8:20:00 AM,126.4333,622.1354,4.051057,1.130611,1.132782,1.13893,96.29991,96.16971
9/7/2021 8:21:00 AM,122.7601,623.2813,4.051057,1.133867,1.132782,1.135675,96.29991,96.16971
9/7/2021 8:22:00 AM,130.288,621.6146,4.051057,1.127357,1.126633,1.132058,96.29991,96.16971
9/7/2021 8:23:00 AM,89.74591,623.9063,4.051057,1.130612,1.13459,1.133867,96.29991,96.16971
9/7/2021 8:24:00 AM,106.4344,621.9791,4.051057,1.123378,1.125186,1.12157,96.29991,96.16971
9/7/2021 8:25:00 AM,135.8206,620.1563,4.051057,1.133505,1.125186,1.127357,96.29991,96.16971
9/7/2021 8:26:00 AM,122.9415,623.75,4.051057,1.135675,1.133143,1.139292,96.29991,96.16971
9/7/2021 8:27:00 AM,89.06567,621.6146,4.051057,1.123378,1.126995,1.133143,96.29991,96.16971
9/7/2021 8:28:00 AM,100.2669,622.2916,4.051057,1.129527,1.126995,1.13459,96.29991,96.16971
9/7/2021 8:29:00 AM,100.2669,622.1354,4.049731,1.129527,1.120484,1.13459,96.29991,96.16971
9/7/2021 8:30:00 AM,118.9961,621.1979,4.049731,1.124463,1.128803,1.13242,96.29991,96.16971
9/7/2021 8:31:00 AM,125.8438,621.1979,4.049731,1.133505,1.128442,1.13025,96.29991,96.16971
9/7/2021 8:32:00 AM,131.4218,622.1354,4.049731,1.129889,1.130973,1.12591,96.29991,96.16971
9/7/2021 8:33:00 AM,122.9868,624.4791,4.049731,1.12808,1.135314,1.13893,96.29991,96.16971
9/7/2021 8:34:00 AM,136.5916,620.4688,4.049731,1.118314,1.126633,1.127718,96.29991,96.16971
9/7/2021 8:35:00 AM,154.5498,623.9063,4.049731,1.13459,1.134952,1.132782,96.29991,96.16971
9/7/2021 8:36:00 AM,162.9847,622.2916,4.049731,1.120484,1.126995,1.131335,96.29991,96.16971
9/7/2021 8:37:00 AM,166.7941,621.7188,4.049731,1.126271,1.134229,1.124825,96.29991,96.16971
9/7/2021 8:38:00 AM,149.8788,622.2916,4.049731,1.124825,1.124463,1.13025,96.29991,96.16971
9/7/2021 8:39:00 AM,138.0881,620.5729,4.049731,1.117591,1.126995,1.13025,96.29774,96.16971
9/7/2021 8:40:00 AM,136.6369,621.5104,4.049731,1.12374,1.117229,1.131335,96.29774,96.16971
9/7/2021 8:41:00 AM,146.5684,620.625,4.049731,1.122293,1.124102,1.128441,96.29774,96.16753
9/7/2021 8:42:00 AM,154.5045,621.7708,4.051178,1.123016,1.123378,1.128441,96.29774,96.16753
9/7/2021 8:43:00 AM,155.5021,622.0833,4.051178,1.120485,1.125186,1.124463,96.29774,96.16753
9/7/2021 8:44:00 AM,168.0185,621.3021,4.051178,1.120485,1.117229,1.124463,96.29774,96.16753
9/7/2021 8:45:00 AM,167.2476,620.7813,4.051178,1.122654,1.124825,1.124463,96.29774,96.16753
9/7/2021 8:46:00 AM,153.0533,622.1875,4.051178,1.122654,1.123016,1.126633,96.29774,96.16753
9/7/2021 8:47:00 AM,167.3836,621.25,4.051178,1.119038,1.118676,1.12374,96.29774,96.16753
9/7/2021 8:48:00 AM,178.086,620.7813,4.051178,1.116868,1.124463,1.120484,96.29774,96.16753
9/7/2021 8:49:00 AM,170.8301,621.5625,4.051178,1.116868,1.117953,1.125548,96.29774,96.16753
9/7/2021 8:50:00 AM,169.1522,620.9375,4.052866,1.116868,1.117953,1.123016,96.29774,96.16753
9/7/2021 8:51:00 AM,171.1476,621.5625,4.052866,1.121932,1.124101,1.123016,96.29774,96.16753
9/7/2021 8:52:00 AM,172.2813,621.8229,4.052866,1.118676,1.112889,1.118315,96.29774,96.16753
9/7/2021 8:53:00 AM,173.0522,620.4688,4.052866,1.113613,1.121932,1.118315,96.29774,96.16753
9/7/2021 8:54:00 AM,158.4498,621.7708,4.052866,1.120123,1.121932,1.126995,96.29774,96.16753
9/7/2021 8:55:00 AM,163.2568,620.7813,4.052866,1.117229,1.120846,1.127718,96.29774,96.16753
9/7/2021 8:56:00 AM,161.3975,622.3438,4.052866,1.117229,1.115059,1.111804,96.29485,96.16753
9/7/2021 8:57:00 AM,146.9765,621.1458,4.052866,1.119761,1.1194,1.124463,96.29485,96.16753
9/7/2021 8:58:00 AM,155.6382,622.8125,4.052866,1.119761,1.1194,1.124463,96.29485,96.16753
9/7/2021 8:59:00 AM,153.0079,615.5729,4.052866,1.119761,1.119038,1.124463,96.29485,96.16753
9/7/2021 9:00:00 AM,129.1996,612.4479,4.052866,1.121931,1.121208,1.124463,96.29485,96.16753
9/7/2021 9:01:00 AM,143.666,606.4583,4.052866,1.122654,1.124825,1.121932,96.29485,96.16753
9/7/2021 9:02:00 AM,157.6789,609.9479,4.052866,1.118314,1.124463,1.126633,96.29485,96.16753
9/7/2021 9:03:00 AM,175.9092,612.6041,4.052866,1.118314,1.118314,1.116506,96.29485,96.16753
9/7/2021 9:04:00 AM,192.1442,616.9271,4.052866,1.116145,1.115421,1.120846,96.29485,96.16753
9/7/2021 9:05:00 AM,178.8116,619.5833,4.052142,1.119761,1.12591,1.126271,96.29485,96.16753
9/7/2021 9:06:00 AM,189.2419,617.9166,4.052142,1.114697,1.115783,1.122293,96.29485,96.16536
9/7/2021 9:07:00 AM,183.5732,623.75,4.052142,1.133505,1.124101,1.12808,96.29485,96.16536
9/7/2021 9:08:00 AM,181.7593,620.5729,4.052142,1.117953,1.118676,1.12157,96.29485,96.16536
9/7/2021 9:09:00 AM,199.2187,617.1875,4.052142,1.117953,1.118676,1.12157,96.29485,96.16536
9/7/2021 9:10:00 AM,213.9118,609.7916,4.052142,1.117953,1.118676,1.123378,96.29485,96.16536
9/7/2021 9:11:00 AM,195.0919,613.0729,4.052142,1.113613,1.111081,1.115783,96.29485,96.16536
9/7/2021 9:12:00 AM,171.2836,614.5833,4.054432,1.120846,1.117229,1.12374,96.29485,96.16536
9/7/2021 9:13:00 AM,158.5859,618.5416,4.054432,1.120485,1.109272,1.12374,96.29485,96.16536
9/7/2021 9:14:00 AM,149.1533,619.7396,4.054432,1.111804,1.115783,1.116868,96.29485,96.16536
9/7/2021 9:15:00 AM,119.8124,619.5313,4.054432,1.121208,1.125548,1.128441,96.29485,96.16536
9/7/2021 9:16:00 AM,111.6042,617.9688,4.054432,1.109634,1.114697,1.121931,96.29485,96.16536
9/7/2021 9:17:00 AM,123.2136,617.9688,4.050936,1.116145,1.119038,1.123016,96.29485,96.16536
9/7/2021 9:18:00 AM,119.3135,617.1875,4.050936,1.120846,1.12157,1.123016,96.29485,96.16536
9/7/2021 9:19:00 AM,129.8799,615.1563,4.050936,1.120846,1.12157,1.128803,96.29485,96.16536
9/7/2021 9:20:00 AM,142.3055,609.7916,4.050936,1.120846,1.118314,1.124463,96.29485,96.16536
9/7/2021 9:21:00 AM,165.2522,605.1041,4.050936,1.116868,1.122655,1.119761,96.29485,96.16536
9/7/2021 9:22:00 AM,175.3651,610.7291,4.050936,1.119761,1.122655,1.12808,96.29485,96.16536
9/7/2021 9:23:00 AM,177.7232,597.4479,4.050936,1.12374,1.121932,1.12374,96.29195,96.16247
9/7/2021 9:24:00 AM,199.4454,585,4.050695,1.116144,1.113251,1.117591,96.29195,96.16247
9/7/2021 9:25:00 AM,211.735,573.9583,4.050695,1.116144,1.118314,1.124463,96.29195,96.16247
9/7/2021 9:26:00 AM,190.9198,564.375,4.050695,1.117953,1.121208,1.124463,96.29195,96.16247
9/7/2021 9:27:00 AM,188.1082,551.25,4.050695,1.117229,1.121208,1.124463,96.29195,96.16247
9/7/2021 9:28:00 AM,204.842,538.3333,4.050695,1.103847,1.100231,1.109996,96.29195,96.16247
9/7/2021 9:29:00 AM,236.8131,529.8438,4.050695,1.102039,1.107464,1.106017,96.29195,96.16247
9/7/2021 9:30:00 AM,227.1991,518.2291,4.048164,1.102039,1.105656,1.115059,96.29195,96.16247
9/7/2021 9:31:00 AM,210.556,508.0208,4.048164,1.113613,1.117591,1.115421,96.29195,96.16247
9/7/2021 9:32:00 AM,171.7371,493.0208,4.048164,1.113613,1.118315,1.124825,96.29195,96.16247
9/7/2021 9:33:00 AM,143.1672,482.8125,4.048164,1.1194,1.118315,1.124101,96.29195,96.16247
9/7/2021 9:34:00 AM,119.3589,471.9792,4.042618,1.123378,1.125186,1.129888,96.29195,96.16247
9/7/2021 9:35:00 AM,90.1994,463.125,4.042618,1.125186,1.128803,1.129888,96.29195,96.16247
9/7/2021 9:36:00 AM,108.203,449.6875,4.036349,1.139292,1.140377,1.145802,96.29195,96.16247
9/7/2021 9:37:00 AM,142.7137,440.3125,4.036349,1.136037,1.137845,1.140377,96.29195,96.16247
9/7/2021 9:38:00 AM,156.4545,426.0417,4.031165,1.149781,1.146887,1.155929,96.29195,96.16247
9/7/2021 9:39:00 AM,180.4442,417.6042,4.031165,1.155568,1.156291,1.162439,96.29195,96.16247
9/7/2021 9:40:00 AM,201.985,413.8021,4.031165,1.159908,1.160631,1.162439,96.29195,96.16247
9/7/2021 9:41:00 AM,192.2803,413.2813,4.031165,1.159908,1.160631,1.167503,96.29195,96.16247
9/7/2021 9:42:00 AM,194.1396,407.8646,4.028391,1.164971,1.166056,1.171482,96.29195,96.16247
9/7/2021 9:43:00 AM,182.3488,397.1354,4.028391,1.164971,1.166056,1.170758,96.29195,96.16247
9/7/2021 9:44:00 AM,171.0115,393.8542,4.028391,1.172205,1.168588,1.176545,96.29195,96.16247
9/7/2021 9:45:00 AM,154.9579,391.7708,4.024654,1.180162,1.171843,1.177269,96.29195,96.1603
9/7/2021 9:46:00 AM,141.1718,391.5625,4.024654,1.176183,1.177269,1.177269,96.29195,96.1603
9/7/2021 9:47:00 AM,128.6555,393.125,4.020194,1.181609,1.177269,1.17763,96.28906,96.1603
9/7/2021 9:48:00 AM,99.58667,400.8333,4.020194,1.187034,1.177992,1.182332,96.28906,96.1603
9/7/2021 9:49:00 AM,98.90643,411.8229,4.020194,1.178715,1.185225,1.176907,96.28906,96.1603
9/7/2021 9:50:00 AM,107.5681,399.8438,4.015853,1.181609,1.177269,1.188119,96.28906,96.1603
9/7/2021 9:51:00 AM,115.0054,404.5833,4.015853,1.18631,1.189566,1.188119,96.28906,96.1603
9/7/2021 9:52:00 AM,134.0974,396.6146,4.015853,1.185225,1.192821,1.191374,96.28906,96.1603
9/7/2021 9:53:00 AM,182.6209,393.3854,4.015853,1.187396,1.190289,1.197523,96.28906,96.1603
9/7/2021 9:54:00 AM,206.4745,390.2083,4.013563,1.179439,1.190289,1.196437,96.28906,96.1603
9/7/2021 9:55:00 AM,255.5876,393.9063,4.013563,1.180885,1.183779,1.191012,96.28906,96.1603
9/7/2021 9:56:00 AM,298.3972,399.2708,4.013563,1.186672,1.18197,1.192098,96.28906,96.1603
9/7/2021 9:57:00 AM,264.2947,400.0521,4.018988,1.186672,1.188842,1.191374,96.28906,96.1603
9/7/2021 9:58:00 AM,245.6108,395.5729,4.018988,1.186672,1.188842,1.188842,96.28906,96.1603
9/7/2021 9:59:00 AM,232.2328,390.6771,4.018988,1.187396,1.188842,1.194268,96.28906,96.1603
9/7/2021 10:00:00 AM,219.6711,390.1042,4.018988,1.190289,1.183779,1.184864,96.28906,96.1603
9/7/2021 10:01:00 AM,207.699,389.5833,4.018988,1.190289,1.185949,1.200055,96.28906,96.1603
9/7/2021 10:02:00 AM,197.5861,388.9063,4.018988,1.182332,1.191012,1.191012,96.28906,96.1603
9/7/2021 10:03:00 AM,211.3723,390.2083,4.018988,1.187757,1.184864,1.191012,96.28906,96.1603
9/7/2021 10:04:00 AM,201.3954,390.1563,4.018988,1.194268,1.192098,1.197161,96.28906,96.1603
9/7/2021 10:05:00 AM,180.2174,389.0625,4.018988,1.194991,1.187034,1.184864,96.28906,96.1603
9/7/2021 10:06:00 AM,170.4673,389.0625,4.018988,1.196799,1.192098,1.202586,96.28906,96.1603
9/7/2021 10:07:00 AM,148.6998,387.9688,4.014768,1.193182,1.198607,1.204394,96.28906,96.1603
9/7/2021 10:08:00 AM,125.2543,388.5417,4.014768,1.192097,1.195353,1.193182,96.28906,96.1603
9/7/2021 10:09:00 AM,106.6611,394.2708,4.014768,1.191374,1.194629,1.193182,96.28906,96.1603
9/7/2021 10:10:00 AM,84.89355,391.7188,4.010187,1.198969,1.196076,1.202225,96.28906,96.1603
9/7/2021 10:11:00 AM,118.5426,387.9688,4.010187,1.191012,1.187034,1.191736,96.28906,96.1603
9/7/2021 10:12:00 AM,141.8974,391.8229,4.010187,1.200054,1.200055,1.204394,96.28906,96.1603
9/7/2021 10:13:00 AM,185.1605,389.6354,4.007776,1.191374,1.204032,1.193906,96.28906,96.1603
9/7/2021 10:14:00 AM,207.3362,389.0625,4.007776,1.191374,1.192459,1.199331,96.28906,96.1603
9/7/2021 10:15:00 AM,205.6129,389.5313,4.007776,1.189566,1.195353,1.199331,96.28906,96.1603
9/7/2021 10:16:00 AM,184.5709,391.7708,4.007776,1.199331,1.192459,1.199693,96.28906,96.1603
9/7/2021 10:17:00 AM,167.0208,392.8125,4.010308,1.18631,1.192459,1.196438,96.28906,96.1603
9/7/2021 10:18:00 AM,171.5104,396.0417,4.010308,1.195714,1.197523,1.200416,96.28906,96.1603
9/7/2021 10:19:00 AM,164.4359,396.0938,4.010308,1.195714,1.192821,1.200416,96.28906,96.1603
9/7/2021 10:20:00 AM,167.8824,409.4792,4.010308,1.193182,1.196076,1.195714,96.28906,96.1603
9/7/2021 10:21:00 AM,162.6673,419.6354,4.010308,1.191012,1.193544,1.195714,96.28906,96.1603
9/7/2021 10:22:00 AM,158.4045,429.6875,4.010308,1.195353,1.194267,1.197161,96.28906,96.1603
9/7/2021 10:23:00 AM,172.7348,439.8438,4.010308,1.191012,1.192459,1.191374,96.28906,96.1603
9/7/2021 10:24:00 AM,170.9208,450.2083,4.010308,1.198608,1.193182,1.196799,96.28906,96.1603
9/7/2021 10:25:00 AM,158.994,459.6354,4.010308,1.192097,1.193182,1.196799,96.28906,96.1603
9/7/2021 10:26:00 AM,167.565,473.3333,4.010308,1.186672,1.183055,1.185949,96.28906,96.1603
9/7/2021 10:27:00 AM,172.4174,481.25,4.010308,1.185949,1.184502,1.191012,96.28906,96.1603
9/7/2021 10:28:00 AM,166.8394,493.5416,4.010308,1.185949,1.178715,1.185949,96.28906,96.1603
9/7/2021 10:29:00 AM,169.379,501.6146,4.014045,1.187396,1.178353,1.185949,96.28906,96.1603
9/7/2021 10:30:00 AM,169.379,514.1146,4.014045,1.17763,1.167503,1.185949,96.29195,96.1603
9/7/2021 10:31:00 AM,166.7487,524.1666,4.014045,1.18197,1.181247,1.185225,96.29195,96.1603
9/7/2021 10:32:00 AM,168.3813,533.9063,4.018024,1.175822,1.163887,1.175822,96.29195,96.1603
9/7/2021 10:33:00 AM,176.4081,541.5625,4.018024,1.17112,1.172567,1.176545,96.29195,96.1603
9/7/2021 10:34:00 AM,176.1813,553.3333,4.018024,1.167865,1.167141,1.174737,96.29195,96.1603
9/7/2021 10:35:00 AM,178.4941,562.0313,4.018024,1.164971,1.163886,1.166418,96.29195,96.1603
9/7/2021 10:36:00 AM,171.329,567.5,4.022967,1.159908,1.163886,1.165695,96.29195,96.1603
9/7/2021 10:37:00 AM,179.1744,578.2291,4.022967,1.153036,1.166418,1.157376,96.29195,96.1603
9/7/2021 10:38:00 AM,176.6348,591.5104,4.022967,1.153036,1.149781,1.157376,96.29195,96.1603
9/7/2021 10:39:00 AM,175.7278,600.9896,4.027668,1.144355,1.149781,1.154483,96.29195,96.1603
9/7/2021 10:40:00 AM,174.2313,606.1979,4.027668,1.140739,1.139292,1.146164,96.29195,96.16247
9/7/2021 10:41:00 AM,180.7162,608.3854,4.027668,1.137845,1.139292,1.142547,96.29195,96.16247
9/7/2021 10:42:00 AM,161.6696,613.125,4.03237,1.129165,1.137122,1.139292,96.29413,96.16247
9/7/2021 10:43:00 AM,163.3475,617.3958,4.03237,1.123378,1.130973,1.137484,96.29413,96.16247
9/7/2021 10:44:00 AM,168.4266,616.4583,4.03237,1.129527,1.125186,1.130611,96.29413,96.16247
9/7/2021 10:45:00 AM,158.6312,617.2916,4.03671,1.124463,1.125186,1.130611,96.29413,96.16247
9/7/2021 10:46:00 AM,164.708,616.8229,4.03671,1.120846,1.125186,1.129888,96.29413,96.16247
9/7/2021 10:47:00 AM,153.5521,616.875,4.03671,1.120846,1.120484,1.13676,96.29413,96.16247
9/7/2021 10:48:00 AM,142.9858,617.1354,4.03671,1.124463,1.120846,1.124825,96.29413,96.16247
9/7/2021 10:49:00 AM,138.5416,617.3438,4.03671,1.120485,1.120846,1.124825,96.29413,96.16247
9/7/2021 10:50:00 AM,140.9904,616.9271,4.03671,1.117591,1.113251,1.123378,96.29413,96.16247
9/7/2021 10:51:00 AM,137.3625,617.4479,4.03671,1.117591,1.119761,1.123378,96.29413,96.16247
9/7/2021 10:52:00 AM,130.7415,618.0208,4.039484,1.117591,1.118315,1.119038,96.29413,96.16247
9/7/2021 10:53:00 AM,135.9567,617.5,4.039484,1.118676,1.113975,1.119038,96.29413,96.16247
9/7/2021 10:54:00 AM,129.6531,617.1875,4.039484,1.113251,1.119038,1.119038,96.29413,96.16247
9/7/2021 10:55:00 AM,131.2404,617.8646,4.039484,1.117229,1.115783,1.120123,96.29413,96.16247
9/7/2021 10:56:00 AM,154.0056,618.2813,4.039484,1.112889,1.112166,1.117591,96.29413,96.16247
9/7/2021 10:57:00 AM,162.3499,618.3854,4.039484,1.111804,1.111804,1.117591,96.29413,96.16392
9/7/2021 10:58:00 AM,158.4952,618.3854,4.039484,1.115421,1.115059,1.117591,96.29413,96.16392
9/7/2021 10:59:00 AM,154.8672,618.9583,4.042377,1.109996,1.111443,1.115059,96.29413,96.16392
9/7/2021 11:00:00 AM,144.0742,618.8541,4.042377,1.112166,1.115059,1.118315,96.29413,96.16392
9/7/2021 11:01:00 AM,158.7219,615.7291,4.042377,1.107464,1.107464,1.112889,96.29413,96.16392
9/7/2021 11:02:00 AM,164.4813,620.5729,4.042377,1.107464,1.116144,1.112889,96.29413,96.16392
9/7/2021 11:03:00 AM,157.7696,620.7291,4.042377,1.114336,1.110719,1.116868,96.29413,96.16392
9/7/2021 11:04:00 AM,157.7696,620.1041,4.04515,1.107102,1.105294,1.109996,96.29413,96.16392
9/7/2021 11:05:00 AM,149.9242,620.1041,4.04515,1.107102,1.108911,1.111804,96.29413,96.16392
9/7/2021 11:06:00 AM,146.6591,621.7708,4.04515,1.107102,1.108911,1.111804,96.29413,96.16392
9/7/2021 11:07:00 AM,137.9974,621.1979,4.04515,1.107102,1.099869,1.111804,96.29413,96.16392
9/7/2021 11:08:00 AM,156.8173,621.0938,4.04515,1.107102,1.106379,1.111804,96.29413,96.16392
9/7/2021 11:09:00 AM,157.6789,621.6146,4.04515,1.099869,1.107826,1.111804,96.29413,96.16392
9/7/2021 11:10:00 AM,153.3254,622.0313,4.04515,1.109634,1.106741,1.107102,96.29413,96.16392
9/7/2021 11:11:00 AM,149.9695,622.7604,4.04515,1.100954,1.099145,1.107102,96.29413,96.16392
9/7/2021 11:12:00 AM,149.9695,621.5625,4.04732,1.103124,1.111443,1.112528,96.29413,96.16392
9/7/2021 11:13:00 AM,148.3823,619.5313,4.04732,1.096613,1.107102,1.106017,96.29413,96.16392
9/7/2021 11:14:00 AM,155.8196,623.6979,4.04732,1.107102,1.104209,1.111443,96.29413,96.16392
9/7/2021 11:15:00 AM,149.0172,622.8125,4.04732,1.107102,1.101315,1.111443,96.29413,96.16392
9/7/2021 11:16:00 AM,138.4055,622.1354,4.04732,1.105294,1.107102,1.114336,96.29413,96.16392
9/7/2021 11:17:00 AM,124.0752,618.4896,4.04732,1.105294,1.103124,1.107826,96.29413,96.16392
9/7/2021 11:18:00 AM,143.0765,618.9063,4.04732,1.103486,1.103124,1.104571,96.29413,96.16392
9/7/2021 11:19:00 AM,144.3009,624.2708,4.04732,1.110358,1.109996,1.110719,96.29413,96.16392
9/7/2021 11:20:00 AM,136.8636,624.8958,4.04732,1.108911,1.108549,1.114697,96.29413,96.16392
9/7/2021 11:21:00 AM,134.4148,621.25,4.04732,1.105294,1.104571,1.104932,96.29413,96.16392
9/7/2021 11:22:00 AM,134.4148,624.8958,4.04732,1.105294,1.104571,1.109996,96.29413,96.16392
9/7/2021 11:23:00 AM,115.867,624.3229,4.04732,1.120123,1.111443,1.116868,96.29413,96.16392
9/7/2021 11:24:00 AM,122.3519,624.3229,4.04732,1.109272,1.104932,1.108911,96.29413,96.16392
9/7/2021 11:25:00 AM,143.3032,621.6666,4.04732,1.107826,1.107826,1.114336,96.29413,96.16392
9/7/2021 11:26:00 AM,148.9265,622.7604,4.048405,1.114698,1.117591,1.120484,96.29413,96.16392
9/7/2021 11:27:00 AM,166.3406,621.6146,4.048405,1.114698,1.118314,1.123016,96.29413,96.16174
9/7/2021 11:28:00 AM,184.5709,612.6041,4.048405,1.114336,1.111443,1.113613,96.29413,96.16174
9/7/2021 11:29:00 AM,178.1767,616.0938,4.048405,1.114336,1.107102,1.115783,96.29413,96.16174
9/7/2021 11:30:00 AM,178.2674,613.9063,4.048405,1.114336,1.111443,1.109272,96.29413,96.16174
9/7/2021 11:31:00 AM,139.5392,618.8541,4.048405,1.114336,1.110719,1.119761,96.29413,96.16174
9/7/2021 11:32:00 AM,86.70752,619.4271,4.050575,1.1194,1.118314,1.125548,96.29413,96.16174
9/7/2021 11:33:00 AM,72.3772,614.3229,4.050575,1.113613,1.117229,1.132059,96.29413,96.16174
9/7/2021 11:34:00 AM,70.92603,611.6146,4.050575,1.147611,1.152313,1.153036,96.29413,96.16174
9/7/2021 11:35:00 AM,89.74591,601.3021,4.046957,1.156291,1.157738,1.153036,96.29413,96.16174
9/7/2021 11:36:00 AM,119.9031,589.3229,4.046957,1.146526,1.145079,1.152313,96.29413,96.16174
9/7/2021 11:37:00 AM,153.5975,580.7291,4.046957,1.144356,1.145079,1.147249,96.29413,96.16174
9/7/2021 11:38:00 AM,147.1125,570.2083,4.046957,1.149781,1.149419,1.157738,96.29413,96.16174
9/7/2021 11:39:00 AM,138.7683,558.8021,4.046957,1.155929,1.155206,1.157738,96.29051,96.16174
9/7/2021 11:40:00 AM,134.4601,545.3125,4.044909,1.123378,1.122293,1.125186,96.29051,96.16174
9/7/2021 11:41:00 AM,100.6297,532.1875,4.044909,1.133143,1.1411,1.140377,96.29051,96.16174
9/7/2021 11:42:00 AM,72.92139,520.8854,4.044909,1.136399,1.13676,1.140377,96.29051,96.16174
9/7/2021 11:43:00 AM,75.00745,510.7291,4.040086,1.145079,1.142547,1.13676,96.29051,96.16174
9/7/2021 11:44:00 AM,89.33777,498.9063,4.040086,1.148334,1.152674,1.158461,96.29051,96.15813
9/7/2021 11:45:00 AM,60.54108,490,4.035385,1.160269,1.151227,1.169673,96.29051,96.15813
9/7/2021 11:46:00 AM,64.80389,477.6042,4.035385,1.160269,1.160631,1.166418,96.29051,96.15813
9/7/2021 11:47:00 AM,88.79358,468.5938,4.035385,1.16678,1.164971,1.166418,96.29051,96.15813
9/7/2021 11:48:00 AM,73.82837,458.8021,4.030321,1.171843,1.170758,1.175098,96.29051,96.15813
9/7/2021 11:49:00 AM,82.7168,445.3125,4.030321,1.170758,1.17112,1.182694,96.29051,96.15813
9/7/2021 11:50:00 AM,86.34473,434.5313,4.030321,1.174375,1.175822,1.18197,96.29051,96.15813
9/7/2021 11:51:00 AM,62.71783,427.9167,4.024895,1.172566,1.16895,1.179077,96.29051,96.15813
9/7/2021 11:52:00 AM,53.9201,424.2188,4.024895,1.172566,1.172928,1.174736,96.29051,96.15813
9/7/2021 11:53:00 AM,53.9201,422.6563,4.024895,1.170397,1.172928,1.185225,96.29051,96.15813
9/7/2021 11:54:00 AM,20.45245,417.8646,4.020073,1.181609,1.185225,1.185225,96.29051,96.15813
9/7/2021 11:55:00 AM,7.618652,404.4792,4.020073,1.18414,1.185225,1.188481,96.29051,96.15813
9/7/2021 11:56:00 AM,14.33032,393.6979,4.015009,1.18414,1.187396,1.186311,96.29051,96.15813
9/7/2021 11:57:00 AM,-13.96753,392.1354,4.015009,1.187757,1.200416,1.194267,96.28761,96.15813
9/7/2021 11:58:00 AM,-33.3316,388.4375,4.015009,1.186672,1.187396,1.189927,96.28761,96.15813
9/7/2021 11:59:00 AM,-43.12701,388.0729,4.009946,1.194991,1.193906,1.188119,96.28761,96.15813
9/7/2021 12:00:00 PM,-47.11774,387.7083,4.009946,1.189927,1.193906,1.196076,96.28761,96.15813
9/7/2021 12:01:00 PM,-42.35608,387.8125,4.009946,1.197522,1.193906,1.204394,96.28761,96.15813
9/7/2021 12:02:00 PM,-15.10126,388.8021,4.005847,1.194991,1.194267,1.200416,96.28761,96.15813
9/7/2021 12:03:00 PM,-23.0827,385.625,4.005847,1.194991,1.196075,1.200416,96.28761,96.15813
9/7/2021 12:04:00 PM,-24.98737,388.3333,4.005847,1.194991,1.197884,1.198607,96.28761,96.15813
9/7/2021 12:05:00 PM,-15.4187,387.8125,4.005847,1.194991,1.194991,1.198607,96.28761,96.15813
9/7/2021 12:06:00 PM,-43.39911,386.9271,4.005847,1.198607,1.205841,1.20982,96.28761,96.15813
9/7/2021 12:07:00 PM,-47.66193,387.7604,4.002351,1.198607,1.212351,1.211989,96.28761,96.15813
9/7/2021 12:08:00 PM,-52.24219,394.2708,4.002351,1.200778,1.198246,1.202586,96.28761,96.15813
9/7/2021 12:09:00 PM,-66.34576,392.6563,4.002351,1.200778,1.208735,1.20765,96.28761,96.15813
9/7/2021 12:10:00 PM,-69.38416,390.4167,4.002351,1.200778,1.199693,1.204394,96.28761,96.15813
9/7/2021 12:11:00 PM,-65.62018,387.9167,4.002351,1.203309,1.199693,1.202224,96.28761,96.15813
9/7/2021 12:12:00 PM,-70.56323,388.8542,4.002351,1.202948,1.205479,1.210181,96.28761,96.15813
9/7/2021 12:13:00 PM,-83.17029,389.4792,4.002351,1.202948,1.210181,1.206565,96.28761,96.15813
9/7/2021 12:14:00 PM,-78.54468,391.5104,3.999819,1.194629,1.208373,1.206565,96.28761,96.15813
9/7/2021 12:15:00 PM,-69.5202,390.9896,3.999819,1.201863,1.204394,1.206565,96.28761,96.15813
9/7/2021 12:16:00 PM,-60.08759,389.9479,3.999819,1.208011,1.204394,1.206565,96.28761,96.15813
9/7/2021 12:17:00 PM,-55.09918,389.4271,3.999819,1.199693,1.204394,1.206565,96.28761,96.15813
9/7/2021 12:18:00 PM,-50.06543,392.6042,3.999819,1.199693,1.202224,1.207288,96.28761,96.15813
9/7/2021 12:19:00 PM,-57.41199,390.9896,3.999819,1.20548,1.208011,1.195714,96.28761,96.15813
9/7/2021 12:20:00 PM,-60.08759,387.7083,3.999819,1.196076,1.200054,1.202948,96.28761,96.15813
